"","Species","plant_tag_id","sample_id","date_sampled","total_leaf_dry_mass_g","SLA","leaf_mass_per_area_g_m2","actual_leaf_dry_matter_content_perc","equivalent_water_thickness_cm","total_rehydrated_leaf_mass_g","LA","leaf_fresh_mass_g","month","year","DOY","population","LDMC_g_g","Site","Sample_Date","Dry_mass","site_id","total_leaf_dry_mass_mg","Wood_density_mg_mm3","Lat","Lon","Elevation_m","date","MONTH"
"22","Salix richardsonii","HEFSR4",105342479,"2021-06-23",0.188,14.5462765957447,68.7461147475043,30.42071197411,0.015723845394376,0.675,2734.7,0.618,"06","2021","174","Northern",0.278518518518518,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Salix pulchra","H15SP15",105342584,"2021-06-23",0.107,14.9859813084112,66.7290302463361,37.9432624113475,0.0109136264421578,0.299,1603.5,0.282,"06","2021","174","Northern",0.357859531772575,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Salix pulchra","PC16CWSP7",105590773,"2021-06-26",0.283,11.817667844523,84.6190647051788,39.5804195804196,0.0129171151776103,0.765,3344.4,0.715,"06","2021","177","Southern",0.369934640522876,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Salix pulchra","HESP20",105590881,"2021-06-26",NA,NA,NA,NA,NA,NA,NA,0.16,"06","2021","177","Northern",NA,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Salix pulchra","HESP20",105590881,"2021-06-26",0.068,14.3147058823529,69.8582288884323,42.5,0.00945140743784672,0.168,973.4,0.16,"06","2021","177","Northern",0.404761904761905,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Salix richardsonii","KP16SR58",105591571,"2021-06-26",0.407,13.02457002457,76.7779664214299,31.796875,0.0164685908319185,1.408,5301,1.28,"06","2021","177","Southern",0.2890625,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Salix pulchra","HERSP29",105591665,"2021-06-26",0.129,15.8852713178295,62.9513956666016,31.6176470588235,0.0136150692953348,0.44,2049.2,0.408,"06","2021","177","Northern",0.293181818181818,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Salix arctica","KP17SA2",105591787,"2021-06-26",0.216,14.2972222222222,69.9436564989314,32.6283987915408,0.0144420698141312,0.72,3088.2,0.662,"06","2021","177","Southern",0.3,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Salix arctica","H17SA18",105591888,"2021-06-26",0.312,11.7733974358974,84.9372498843002,34.5132743362832,0.0161162986959954,0.983,3673.3,0.904,"06","2021","177","Northern",0.317395727365209,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Salix arctica","HE16SA7",105592027,"2021-06-26",0.175,12.9571428571429,77.1775082690187,31.1942959001782,0.0170231532524807,0.598,2267.5,0.561,"06","2021","177","Northern",0.292642140468227,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Salix richardsonii","HESR8",105591310,"2021-06-26",0.152,16.7546052631579,59.6850826559862,30.7070707070707,0.0134684100993442,0.537,2546.7,0.495,"06","2021","177","Northern",0.283054003724395,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Salix pulchra","HERSP3",105591213,"2021-06-26",0.143,16.2853146853147,61.4050154586053,34.1288782816229,0.0118515973892133,0.446,2328.8,0.419,"06","2021","177","Northern",0.320627802690583,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Salix arctica","H15SA10",105592169,"2021-06-26",0.293,12.6006825938567,79.3607800650054,33.2576617480136,0.0159263271939328,0.949,3692,0.881,"06","2021","177","Northern",0.308746048472076,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Salix pulchra","KLSPC13",105590986,"2021-06-26",0.328,11.3603658536585,88.0253341205518,39.7575757575758,0.0133379850786324,0.875,3726.2,0.825,"06","2021","177","Southern",0.374857142857143,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Salix pulchra","HESP12",105591081,"2021-06-26",NA,NA,NA,NA,NA,NA,NA,0.655,"06","2021","177","Northern",NA,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Salix pulchra","HESP12",105591081,"2021-06-26",0.243,14.9399176954733,66.9347730277655,37.0992366412214,0.0113486117232261,0.703,3630.4,0.655,"06","2021","177","Northern",0.345661450924609,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Salix richardsonii","KLSRE4",105773750,"2021-06-28",0.523,13.8621414913958,72.1389260541525,35.8956760466712,0.012882936316363,1.59,7249.9,1.457,"06","2021","179","Southern",0.328930817610063,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Salix pulchra","KLSPE6",105773675,"2021-06-28",0.47,12.3095744680851,81.2375767003716,38.5245901639344,0.0129634430904848,1.304,5785.5,1.22,"06","2021","179","Southern",0.360429447852761,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Salix pulchra","HERSP24",137056074,"2022-06-25",NA,NA,NA,NA,NA,NA,NA,0.33,"06","2022","176","Northern",NA,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Salix pulchra","HERSP3",137056184,"2022-06-25",0.105,15.3047619047619,65.3391412570006,33.8709677419355,0.0127566894835096,0.33,1607,0.31,"06","2022","176","Northern",0.318181818181818,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Salix pulchra","KLSPE4",137056264,"2022-06-25",0.105,24.7780952380952,40.3582273129108,18.0722891566265,0.0182957297151862,0.62,2601.7,0.581,"06","2022","176","Southern",0.169354838709677,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Salix richardsonii","H17SR5",137056822,"2022-06-25",0.264,14.2026515151515,70.4093879183891,24,0.0222963061741566,1.103,3749.5,1.1,"06","2022","176","Northern",0.239347234814143,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Salix richardsonii","KP17SR2",137056896,"2022-06-25",0.368,12.0296195652174,83.1281483656735,32.8571428571429,0.0169870564051594,1.24,4426.9,1.12,"06","2022","176","Southern",0.296774193548387,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Salix richardsonii","HEFSR4",137056973,"2022-06-25",0.16,12.3825,80.7591358772461,28.8808664259928,0.0198869372097719,0.61,1981.2,0.554,"06","2022","176","Northern",0.262295081967213,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Salix pulchra","PC16CWSP7",137057051,"2022-06-25",0.337,10.5528189910979,94.7614093299216,38.9595375722543,0.0148468914321064,0.92,3556.3,0.865,"06","2022","176","Southern",0.366304347826087,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Salix pulchra","PC17SP1",137057113,"2022-06-25",0.302,13.0917218543046,76.3841464956876,29.5210166177908,0.0182360826567519,1.1,3953.7,1.023,"06","2022","176","Southern",0.274545454545454,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Salix richardsonii","H17SR9",137057195,"2022-06-25",0.137,16.5671532846715,60.3604000528704,29.6536796536797,0.014319073005243,0.52,2269.7,0.462,"06","2022","176","Northern",0.263461538461538,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Salix richardsonii","H17SR13",137057346,"2022-06-25",0.209,10.5784688995215,94.5316386991723,32.1044546850998,0.0199918585191551,0.71,2210.9,0.651,"06","2022","176","Northern",0.294366197183099,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Salix richardsonii","HESR8",137057417,"2022-06-25",0.149,14.3161073825503,69.8513899957808,30.7216494845361,0.0157517228446861,0.54,2133.1,0.485,"06","2022","176","Northern",0.275925925925926,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Salix richardsonii","KLSRE10",137057472,"2022-06-25",0.351,13.242735042735,75.5131018458758,32.3502304147466,0.0157910589045222,1.19,4648.2,1.085,"06","2022","176","Southern",0.294957983193277,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Salix pulchra","HESP12",137057531,"2022-06-25",0.163,15.2073619631902,65.7576246570921,31.047619047619,0.0146038405680168,0.59,2478.8,0.525,"06","2022","176","Northern",0.276271186440678,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Salix arctica","KP17SA2",137057589,"2022-06-25",0.393,8.21297709923664,121.758527744214,37.0754716981132,0.0206648697214735,1.18,3227.7,1.06,"06","2022","176","Southern",0.333050847457627,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Salix arctica","PC17SA1",137057665,"2022-06-25",NA,NA,NA,NA,NA,NA,NA,0.93,"06","2022","176","Southern",NA,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Salix arctica","HE16SA3",137057735,"2022-06-25",0.16,12.913125,77.440588548473,30.7692307692308,0.0174241324234064,0.55,2066.1,0.52,"06","2022","176","Northern",0.290909090909091,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Salix pulchra","KP16SP59",137057792,"2022-06-25",0.145,11.5613793103448,86.4948699594369,40.2777777777778,0.0128251014077786,0.386,1676.4,0.36,"06","2022","176","Southern",0.375647668393782,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Salix pulchra","HERSP12",137057857,"2022-06-25",0.129,12.4093023255814,80.5847076461769,34.4919786096257,0.0153048475762119,0.4,1600.8,0.374,"06","2022","176","Northern",0.3225,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Salix pulchra","HESP20",137057921,"2022-06-25",0.079,19.7860759493671,50.5405924125136,29.2592592592593,0.0122193077858102,0.3,1563.1,0.27,"06","2022","176","Northern",0.263333333333333,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","Salix richardsonii","KLSRE11",137058002,"2022-06-25",0.441,13.8600907029478,72.1495999869116,31.5,0.0156896749177887,1.496,6112.3,1.4,"06","2022","176","Southern",0.294786096256684,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","Salix richardsonii","KLSRE14",137058075,"2022-06-25",0.467,11.4419700214133,87.397537148632,32.6573426573427,0.0180222330351462,1.5,5343.4,1.43,"06","2022","176","Southern",0.311333333333333,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Salix arctica","HE16SA7",137058151,"2022-06-25",0.269,10.5063197026022,95.1808081522893,30.5681818181818,0.0216191352345906,0.964,2826.2,0.88,"06","2022","176","Northern",0.279045643153527,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Salix arctica","KP17SA6",137058203,"2022-06-25",0.339,12.9011799410029,77.5122899279753,30.8181818181818,0.0174002515148051,1.122,4373.5,1.1,"06","2022","176","Southern",0.302139037433155,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Salix richardsonii","KLSRC13",137058352,"2022-06-25",0.624,14.1427884615385,70.7074140802937,28.8888888888889,0.0174049019274569,2.304,8825.1,2.16,"06","2022","176","Southern",0.270833333333333,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Salix pulchra","HERSP29",137058430,"2022-06-25",0.103,16.2631067961165,61.4888663363381,29.0140845070423,0.0150438779774342,0.4,1675.1,0.355,"06","2022","176","Northern",0.2575,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Salix pulchra","KLSPC13",137058520,"2022-06-25",0.237,11.3392405063291,88.1893279749944,39.5,0.0135074793480688,0.655,2687.4,0.6,"06","2022","176","Southern",0.361832061068702,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Salix pulchra","KP16SP33",137058598,"2022-06-25",0.208,12.8899038461538,77.5800977210846,34.0983606557377,0.0149938458095558,0.645,2681.1,0.61,"06","2022","176","Southern",0.322480620155039,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","Salix arctica","H15SA10",137058669,"2022-06-25",0.385,10.0987012987013,99.022633744856,33.5365853658537,0.0196244855967078,1.24,3888,1.148,"06","2022","176","Northern",0.310483870967742,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Salix arctica","H15SA12",137058742,"2022-06-25",0.347,9.38616714697406,106.539760515812,29.8366294067068,0.0250537304267731,1.25,3257,1.163,"06","2022","176","Northern",0.2776,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","Salix arctica","K15PSA2",137058910,"2022-06-25",0.481,9.73825363825364,102.687816229372,34.113475177305,0.0198330522405585,1.497,4684.1,1.41,"06","2022","176","Southern",0.321309285237141,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","Salix arctica","K15PSA7",137059001,"2022-06-25",0.767,9.27314211212516,107.838312829525,35.0228310502283,0.0200070298769772,2.24,7112.5,2.19,"06","2022","176","Southern",0.342410714285714,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Salix arctica","K15PSA9",137059095,"2022-06-25",1.001,10.087012987013,99.1373760782799,32.1864951768489,0.0208871854294798,3.321,10097.1,3.11,"06","2022","176","Southern",0.301415236374586,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","Salix arctica","H17SA18",137059182,"2022-06-25",0.402,10.8067164179104,92.5350459222429,31.6535433070866,0.0199802039453997,1.383,4344.3,1.27,"06","2022","176","Northern",0.290672451193059,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Salix arctica","H17SA20",137059251,"2022-06-25",0.781,10.164404609475,98.3825456011287,29.4716981132076,0.0235437871611408,2.807,7938.4,2.65,"06","2022","176","Northern",0.278232988956181,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Salix richardsonii","KP16SR58",137059314,"2022-06-25",0.482,12.3265560165975,81.1256606187094,30.125,0.0188171138115596,1.791,5941.4,1.6,"06","2022","176","Southern",0.269123394751535,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Salix richardsonii","H17SR35",137059383,"2022-06-25",0.219,12.1461187214612,82.3308270676692,28.8157894736842,0.0203383458646617,0.826,2660,0.76,"06","2022","176","Northern",0.265133171912833,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","Salix richardsonii","KLSRE4",137059469,"2022-06-25",0.606,12.6310231023102,79.1701505016722,35.626102292769,0.0143054974916388,1.91,7654.4,1.701,"06","2022","176","Southern",0.317277486910995,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","Salix pulchra","KLSPE6",137059569,"2022-06-25",0.598,10.1638795986622,98.387627509049,37.8481012658228,0.0161566304705495,1.634,6078,1.58,"06","2022","176","Southern",0.365973072215422,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Salix arctica","K15PSA12",137059659,"2022-06-25",0.554,10.0664259927798,99.3401233682399,33.3734939759036,0.0198321618132262,1.806,5576.8,1.66,"06","2022","176","Southern",0.306755260243632,"Common_garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Salix pulchra","HESP11",NA,NA,NA,15.91638796,NA,NA,NA,NA,291,0.07,"07","2017",NA,"Northern",0.2520833335,"Common_garden","17/07/2017",0.018,NA,NA,NA,NA,NA,NA,NA,NA
"80","Salix pulchra","HESP12",NA,NA,NA,13.5807303,NA,NA,NA,NA,532.925,0.1,"07","2017",NA,"Northern",0.38012286325,"Common_garden","17/07/2017",0.03875,NA,NA,NA,NA,NA,NA,NA,NA
"81","Salix pulchra","HESP14",NA,NA,NA,8.593846154,NA,NA,NA,NA,137.2,0.035,"07","2017",NA,"Northern",0.525,"Common_garden","17/07/2017",0.0165,NA,NA,NA,NA,NA,NA,NA,NA
"82","Salix pulchra","HESP18",NA,NA,NA,19.98571429,NA,NA,NA,NA,139.9,0.01,"07","2017",NA,"Northern",0.7,"Common_garden","17/07/2017",0.007,NA,NA,NA,NA,NA,NA,NA,NA
"83","Salix pulchra","HESP2",NA,NA,NA,29.18571429,NA,NA,NA,NA,309.25,0.03,"07","2017",NA,"Northern",0.35,"Common_garden","17/07/2017",0.0105,NA,NA,NA,NA,NA,NA,NA,NA
"84","Salix pulchra","HESP20",NA,NA,NA,16.776201925,NA,NA,NA,NA,240.9,0.035,"07","2017",NA,"Northern",0.4166666665,"Common_garden","17/07/2017",0.0145,NA,NA,NA,NA,NA,NA,NA,NA
"85","Salix pulchra","HESP24",NA,NA,NA,23.44695652,NA,NA,NA,NA,343.5,0.045,"07","2017",NA,"Northern",0.358333333,"Common_garden","17/07/2017",0.0165,NA,NA,NA,NA,NA,NA,NA,NA
"86","Salix pulchra","HESP29",NA,NA,NA,12.896786495,NA,NA,NA,NA,395,0.085,"07","2017",NA,"Northern",0.362857143,"Common_garden","17/07/2017",0.0305,NA,NA,NA,NA,NA,NA,NA,NA
"87","Salix pulchra","HESP3",NA,NA,NA,15.896434785,NA,NA,NA,NA,579.35,0.095,"07","2017",NA,"Northern",0.383974359,"Common_garden","17/07/2017",0.0365,NA,NA,NA,NA,NA,NA,NA,NA
"88","Salix pulchra","HESP4",NA,NA,NA,25.22361111,NA,NA,NA,NA,148.733333333333,0.0133333333333333,"07","2017",NA,"Northern",0.466666666666667,"Common_garden","17/07/2017",0.006,NA,NA,NA,NA,NA,NA,NA,NA
"89","Salix pulchra","HESP6",NA,NA,NA,14.800396825,NA,NA,NA,NA,406.9,0.06,"07","2017",NA,"Northern",0.4583333335,"Common_garden","17/07/2017",0.0275,NA,NA,NA,NA,NA,NA,NA,NA
"90","Salix richardsonii","HESR13",NA,NA,NA,17.927083335,NA,NA,NA,NA,392.3,0.075,"07","2017",NA,"Northern",0.2964285715,"Common_garden","17/07/2017",0.022,NA,NA,NA,NA,NA,NA,NA,NA
"91","Salix richardsonii","HESR2",NA,NA,NA,19.965,NA,NA,NA,NA,264.6,0.05,"07","2017",NA,"Northern",0.2916666665,"Common_garden","17/07/2017",0.015,NA,NA,NA,NA,NA,NA,NA,NA
"92","Salix richardsonii","HESR21",NA,NA,NA,15.72104072,NA,NA,NA,NA,231.95,0.045,"07","2017",NA,"Northern",0.3325,"Common_garden","17/07/2017",0.015,NA,NA,NA,NA,NA,NA,NA,NA
"93","Salix richardsonii","HESR26",NA,NA,NA,13.579843305,NA,NA,NA,NA,359.4,0.07,"07","2017",NA,"Northern",0.3854166665,"Common_garden","17/07/2017",0.0265,NA,NA,NA,NA,NA,NA,NA,NA
"94","Salix richardsonii","HESR27",NA,NA,NA,14.14191919,NA,NA,NA,NA,208.1,0.04,"07","2017",NA,"Northern",0.425,"Common_garden","17/07/2017",0.0145,NA,NA,NA,NA,NA,NA,NA,NA
"95","Salix richardsonii","HESR3",NA,NA,NA,15.017741935,NA,NA,NA,NA,493.95,0.105,"07","2017",NA,"Northern",0.314090909,"Common_garden","17/07/2017",0.033,NA,NA,NA,NA,NA,NA,NA,NA
"96","Salix richardsonii","HESR4",NA,NA,NA,16.565196075,NA,NA,NA,NA,715.2,0.135,"07","2017",NA,"Northern",0.3230113635,"Common_garden","17/07/2017",0.0435,NA,NA,NA,NA,NA,NA,NA,NA
"97","Salix richardsonii","HESR6",NA,NA,NA,24.71698718,NA,NA,NA,NA,309.9,0.045,"07","2017",NA,"Northern",0.28,"Common_garden","17/07/2017",0.0125,NA,NA,NA,NA,NA,NA,NA,NA
"98","Salix richardsonii","HESR7",NA,NA,NA,21.63784585,NA,NA,NA,NA,485.8,0.07,"07","2017",NA,"Northern",0.3214285715,"Common_garden","17/07/2017",0.0225,NA,NA,NA,NA,NA,NA,NA,NA
"99","Salix richardsonii","HESR8",NA,NA,NA,18.02381579,NA,NA,NA,NA,351.9,0.065,"07","2017",NA,"Northern",0.3011904765,"Common_garden","17/07/2017",0.0195,NA,NA,NA,NA,NA,NA,NA,NA
"100","Salix pulchra","KLSPC1",NA,NA,NA,15.29876161,NA,NA,NA,NA,824.6,0.135,"07","2017",NA,"Southern",0.3997252745,"Common_garden","17/07/2017",0.054,NA,NA,NA,NA,NA,NA,NA,NA
"101","Salix pulchra","KLSPC10",NA,NA,NA,11.025,NA,NA,NA,NA,374.85,0.075,"07","2017",NA,"Southern",0.455357143,"Common_garden","17/07/2017",0.034,NA,NA,NA,NA,NA,NA,NA,NA
"102","Salix pulchra","KLSPC13",NA,NA,NA,10.947348485,NA,NA,NA,NA,650.6,0.145,"07","2017",NA,"Southern",0.4107843135,"Common_garden","17/07/2017",0.059,NA,NA,NA,NA,NA,NA,NA,NA
"103","Salix pulchra","KLSPC2",NA,NA,NA,18.21673684,NA,NA,NA,NA,535.3,0.12,"07","2017",NA,"Southern",0.2597902095,"Common_garden","17/07/2017",0.0315,NA,NA,NA,NA,NA,NA,NA,NA
"104","Salix pulchra","KLSPC3",NA,NA,NA,17.856214285,NA,NA,NA,NA,477.9,0.06,"07","2017",NA,"Southern",0.441666667,"Common_garden","17/07/2017",0.0265,NA,NA,NA,NA,NA,NA,NA,NA
"105","Salix pulchra","KLSPC8",NA,NA,NA,11.00868421,NA,NA,NA,NA,321.85,0.065,"07","2017",NA,"Southern",0.461111111,"Common_garden","17/07/2017",0.029,NA,NA,NA,NA,NA,NA,NA,NA
